"","GEO_LEVEL","GEOID","STATEFP","COUNTYFP","COUNTYNS","NAME.x","NAMELSAD","LSAD","CLASSFP","MTFCC","CSAFP","CBSAFP","METDIVFP","FUNCSTAT","ALAND","AWATER","INTPTLAT","INTPTLON","NAME","year","totalpopE","totalpopM","whiteE","whiteM","blackE","blackM","asianE","asianM","indigE","indigM","othraceE","othraceM","multiE","multiM","ltnxE","ltnxM","povrateE","povrateM","cpovrateE","cpovrateM","hhincE","hhincM","hsmoreE","hsmoreM","bamoreE","bamoreM","gradmoreE","gradmoreM","unempE","unempM","hlthinsE","hlthinsM","pubinsE","pubinsM","earnE","earnM","giniE","giniM","vachseE","vachseM","allhseE","allhseM","snapE","snapM","foreignbE","foreignbM","renter30E","renter30M","homeownE","homeownM","vacrateE","vacrateM","perc_snaphseE","perc_snaphseM","perc_forbE","perc_forbM","schlE","schlM","age17E","age17M","age24E","age24M","age64E","age64M","age65E","age65M","hhinc_blackE","hhinc_blackM","hhinc_asianE","hhinc_asianM","hhinc_multiE","hhinc_multiM","hhinc_whiteE","hhinc_whiteM","hhinc_ltnxE","hhinc_ltnxM","disability_numE","disability_numM","fips","lifeexpE","lifeexpM","lifeexp_blackE","lifeexp_blackM","lifeexp_ltnxE","lifeexp_ltnxM","lifeexp_whiteE","lifeexp_whiteM","lifeexp_asianE","lifeexp_asianM","dissim_wb","dissim_wh","inter_bw","inter_hw","iso_b","iso_h","state","locality","county.nice","TRACTCE","BLKGRPCE","blockgroup","count","tractnames","tract","tr","pop"
"27","Block Group","510030106023","51","003",NA,NA,"Block Group 3",NA,NA,"G5030",NA,NA,NA,"S",1169427,0,"+38.0543213","-078.4660513","Block Group 3, Census Tract 106.02, Albemarle County, Virginia","2021",1444,292,69.18,12.51,23.96,7.59,2.01,2.46,0,0.9,0,0.9,4.22,7.92,0.62,0.96,NA,NA,NA,NA,91250,52132,100,5.63,58.18,13.81,20.81,6.38,7.81,6.99,95.5,4.2,21.54,8.67,58713,17613,NA,NA,0,13,606,137,77,65,NA,NA,56.8,30.7,69.8,16.4,0,2.1,12.7,0.1,NA,NA,NA,NA,24.79,7.76,3.67,3.35,58.73,7.92,11.98,7.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010602","3","3","Albemarle","Dunlora-Stone Henge","010602",NA,"1444"
"28","Block Group","510030106031","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",739657,5031,"+38.0705362","-078.4748949","Block Group 1, Census Tract 106.03, Albemarle County, Virginia","2021",1768,389,78.56,2.94,6.96,6.61,1.13,2.02,0,0.74,0,0.74,3.85,4.85,9.5,8.8,NA,NA,NA,NA,44107,13786,96.54,11.93,60.27,14.31,32.01,9.9,6.46,5.68,98.47,1.89,15.1,7.71,32742,7695,NA,NA,0,13,944,197,34,41,NA,NA,80.4,22.2,49.7,16.1,0,1.4,3.6,0.04,NA,NA,NA,NA,7.3,5.58,14.25,9.03,17.65,7.52,59.56,10.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010603","1","1","Albemarle","Branchland","010603",NA,"1768"
"29","Block Group","510030106032","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",728491,0,"+38.0744655","-078.4764986","Block Group 2, Census Tract 106.03, Albemarle County, Virginia","2021",739,289,90.53,8.46,9.47,5.98,0,1.76,0,1.76,0,1.76,0,1.76,0,1.76,NA,NA,NA,NA,59335,5220,89.88,25.02,39.6,18.56,9.25,10.71,0,2.53,100,1.76,6.77,10.37,44055,16239,NA,NA,0,13,359,198,0,13,NA,NA,67.7,38.5,0,3.6,0,3.6,0,0.04,NA,NA,NA,NA,16.78,12.68,36.4,23.98,40.19,7.92,5.82,5.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010603","2","2","Albemarle","Branchland","010603",NA,"739"
"30","Block Group","510030106041","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",2193016,110544,"+38.0925484","-078.4569793","Block Group 1, Census Tract 106.04, Albemarle County, Virginia","2021",947,325,80.04,15.35,2.32,3.5,16.37,14.47,0,1.37,0,1.37,0,1.37,1.27,2.17,NA,NA,NA,NA,137361,44141,98.3,51.03,69.24,10.56,27.7,2.98,16.92,23.15,91.24,8.72,12.78,10.64,41313,7989,NA,NA,0,13,386,111,0,13,NA,NA,58.5,63.3,72.5,12.1,0,3.4,0,0.03,NA,NA,NA,NA,1.58,2.93,5.39,6.15,67.79,16.57,22.28,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010604","1","1","Albemarle","Woodbrook-Carrsbrook","010604",NA,"947"
"31","Block Group","510030106042","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",456284,1869,"+38.0808532","-078.4690195","Block Group 2, Census Tract 106.04, Albemarle County, Virginia","2021",936,293,49.68,17.62,37.61,25.87,3.21,4.04,0,1.39,0,1.39,7.8,6.73,1.71,3.05,NA,NA,NA,NA,42391,37083,95.4,5.43,27.94,11.69,19.05,9.81,8.18,10.5,97.33,4.31,50,17.51,28979,10812,NA,NA,0,13,468,113,147,96,NA,NA,64.1,19,0,2.8,0,2.8,31.4,0.19,NA,NA,NA,NA,23.61,14.3,9.08,7.96,47.33,12.36,17.95,9.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010604","2","2","Albemarle","Woodbrook-Carrsbrook","010604",NA,"936"
"32","Block Group","510030106043","51","003",NA,NA,"Block Group 3",NA,NA,"G5030",NA,NA,NA,"S",2546447,30820,"+38.0812885","-078.4592996","Block Group 3, Census Tract 106.04, Albemarle County, Virginia","2021",2452,401,81.89,16.76,4.89,6.43,11.95,11.17,0,0.53,0,0.53,1.26,1.37,0,0.53,NA,NA,NA,NA,112355,14014,91.14,8.01,66.67,9.89,34.74,9.86,1.05,1.76,99.51,0.97,3.18,2.53,50974,6667,NA,NA,38,60,843,169,16,26,NA,NA,0,200,98.4,26.8,4.5,7.1,1.9,0.03,NA,NA,NA,NA,26.39,7.97,4.12,2.7,49.31,5.87,18.52,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010604","3","3","Albemarle","Woodbrook-Carrsbrook","010604",NA,"2452"
"33","Block Group","510030107011","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",726773,0,"+38.0686281","-078.4906406","Block Group 1, Census Tract 107.01, Albemarle County, Virginia","2021",1704,414,38.73,12.16,34.15,16.91,18.72,8.81,0,0.76,0,0.76,1.35,1.43,7.04,9.83,NA,NA,NA,NA,50779,10383,94.81,14.43,57.93,16.77,28.96,13.53,0,1.44,88.03,7.8,28.76,12.01,43317,11484,NA,NA,143,126,1053,180,166,114,NA,NA,42.5,17.1,9.7,6.9,13.6,11.7,15.8,0.1,NA,NA,NA,NA,29.17,9.7,10.86,5.81,54.75,9.1,5.22,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010701","1","1","Albemarle","Hydraulic","010701",NA,"1704"
"34","Block Group","510030107012","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",360851,0,"+38.0714655","-078.4961813","Block Group 2, Census Tract 107.01, Albemarle County, Virginia","2021",1018,337,62.08,23.66,17.49,9.82,10.9,12.86,0,1.28,0,1.28,7.66,7.02,1.87,1.97,NA,NA,NA,NA,40558,25263,92.4,7.95,38.59,12.73,9.45,7.57,0,2.33,92.44,9.46,14.64,19.96,32202,10663,NA,NA,0,13,537,239,3,8,NA,NA,77.3,40.6,31.8,5.7,0,2.4,0.6,0.01,NA,NA,NA,NA,1.08,2.07,13.65,9.18,48.92,10.41,34.18,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010701","2","2","Albemarle","Hydraulic","010701",NA,"1018"
"35","Block Group","510030107021","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",961589,8374,"+38.0819966","-078.4812796","Block Group 1, Census Tract 107.02, Albemarle County, Virginia","2021",835,306,78.44,16.32,12.81,13.2,1.2,1.99,0,1.56,0,1.56,0,1.56,7.54,11.65,NA,NA,NA,NA,62700,18872,96.88,8.84,43.39,14.33,19.17,9.92,0,2.99,98.08,3.63,1.32,2.71,43583,11170,NA,NA,44,70,486,121,0,13,NA,NA,31.4,18.6,72.6,17.5,9.1,14.2,0,0.03,NA,NA,NA,NA,16.17,10.11,3.23,5.7,49.58,4.12,31.02,8.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010702","1","1","Albemarle","Commonwealth-Townwood-Berkmar","010702",NA,"835"
"36","Block Group","510030107022","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",318546,0,"+38.0803690","-078.4894324","Block Group 2, Census Tract 107.02, Albemarle County, Virginia","2021",1061,348,48.26,12.35,24.79,15.42,0,1.23,0,1.23,0,1.23,1.98,4.1,24.98,17.19,NA,NA,NA,NA,NA,NA,84.83,21.14,34.56,14.39,16.36,12.85,10.87,16.73,92.93,8.17,38.45,18.59,40125,31196,NA,NA,52,83,575,174,72,99,NA,NA,60.1,35.6,35.8,19.6,9,14.2,12.5,0.17,NA,NA,NA,NA,17.81,10.44,10.74,7.7,61.64,8.32,9.8,6.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010702","2","2","Albemarle","Commonwealth-Townwood-Berkmar","010702",NA,"1061"
"37","Block Group","510030107023","51","003",NA,NA,"Block Group 3",NA,NA,"G5030",NA,NA,NA,"S",823419,0,"+38.0753656","-078.4882399","Block Group 3, Census Tract 107.02, Albemarle County, Virginia","2021",1174,368,74.28,22.61,10.99,12.66,4.34,4.93,0,1.11,0,1.11,9.54,10.57,0.85,1.51,NA,NA,NA,NA,76528,30197,87.68,8.31,62.6,10.71,26.84,10.06,0,2.01,91.65,7.29,9.54,7.64,52865,5298,NA,NA,88,84,588,118,24,30,NA,NA,35.3,32.9,56.4,15.8,15,14,4.1,0.05,NA,NA,NA,NA,18.48,6.6,4.09,3.6,62.35,25.82,11.33,5.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010702","3","3","Albemarle","Commonwealth-Townwood-Berkmar","010702",NA,"1174"
"38","Block Group","510030108011","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",265723,0,"+38.0672990","-078.5003739","Block Group 1, Census Tract 108.01, Albemarle County, Virginia","2021",1243,437,42.88,7.08,12.23,8.1,19.31,13.34,0,1.05,0,1.05,1.69,2.92,23.89,22.37,NA,NA,NA,NA,53591,12954,92.22,46.16,57.6,16.87,24.91,13.2,0.55,1.19,85.76,9.61,8.29,7,32519,6325,NA,NA,35,56,671,197,0,13,NA,NA,69,24.3,26.4,19.6,5.2,8.2,0,0.02,NA,NA,NA,NA,16.65,9.41,16.17,9.12,58.49,28.83,7.4,5.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010801","1","1","Albemarle","Barracks-Hessian Hills","010801",NA,"1243"
"39","Block Group","510030108012","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",519729,0,"+38.0620611","-078.5024781","Block Group 2, Census Tract 108.01, Albemarle County, Virginia","2021",1388,434,41.28,12.87,23.63,17.13,12.1,11.19,2.67,3.58,0,0.94,3.03,4.81,17.29,22.04,NA,NA,NA,NA,59713,21312,90.37,39.79,32.09,8.76,9.94,8.99,0,1.75,89.99,7.23,33.57,16.13,38951,8335,NA,NA,0,13,600,185,26,42,NA,NA,45.1,25.6,30.8,11.6,0,2.2,4.3,0.07,NA,NA,NA,NA,26.73,10.01,3.67,5.7,53.6,3.76,14.84,8.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010801","2","2","Albemarle","Barracks-Hessian Hills","010801",NA,"1388"
"40","Block Group","510030108013","51","003",NA,NA,"Block Group 3",NA,NA,"G5030",NA,NA,NA,"S",1331154,3645,"+38.0587877","-078.5165139","Block Group 3, Census Tract 108.01, Albemarle County, Virginia","2021",773,274,88.87,42.45,0,1.68,6.73,7.25,0,1.68,0,1.68,4.4,4.25,0,1.68,NA,NA,NA,NA,122557,42572,94.86,45.11,85.39,10.52,51.15,15.95,0,4.74,100,1.68,15.65,12.53,NA,NA,NA,NA,40,66,465,132,0,13,NA,NA,55.4,27.6,34.6,11.5,8.6,14,0,0.03,NA,NA,NA,NA,4.4,4.57,0,1.68,23.54,14.25,70.5,33.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010801","3","3","Albemarle","Barracks-Hessian Hills","010801",NA,"773"
"41","Block Group","510030108021","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",11133218,330716,"+38.0822413","-078.5025940","Block Group 1, Census Tract 108.02, Albemarle County, Virginia","2021",1115,329,56.68,10.47,30.49,21.12,2.69,2.66,2.96,10.73,0,1.17,0.45,1.07,6.73,7.36,NA,NA,NA,NA,96354,14622,100,19.07,77.57,20.78,50.47,21.14,3.08,5.59,100,1.17,14.08,11.53,63108,8113,NA,NA,44,69,471,128,0,13,NA,NA,49.6,26.7,45.7,12.4,9.3,14.4,0,0.03,NA,NA,NA,NA,27.26,9.96,5.56,5.13,51.66,6.1,14.35,7.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010802","1","1","Albemarle","Albemarle High School","010802",NA,"1115"
"42","Block Group","510030108022","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",495052,1337,"+38.0651335","-078.5103415","Block Group 2, Census Tract 108.02, Albemarle County, Virginia","2021",1467,411,51.94,9.63,17.52,17.88,0,0.89,0,0.89,0,0.89,0,0.89,30.54,24.38,NA,NA,NA,NA,52022,44536,78.14,16.57,42.47,15.52,18.04,7.97,0,1.49,61.96,20.37,9.07,7.33,30102,7534,NA,NA,55,87,634,167,126,128,NA,NA,55.4,26.8,26.1,11.2,8.7,13.5,19.9,0.19,NA,NA,NA,NA,21,11.41,12.88,8.51,54.26,10.05,11.04,5.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010802","2","2","Albemarle","Albemarle High School","010802",NA,"1467"
"43","Block Group","510030109011","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",1029305,6783,"+38.0498931","-078.5165880","Block Group 1, Census Tract 109.01, Albemarle County, Virginia","2021",1070,134,85.33,5.58,1.59,1.76,6.92,5.73,0.56,1.03,1.31,1.86,1.03,1.21,3.27,2.58,NA,NA,NA,NA,44792,17260,99.45,6.71,90.99,7.47,30.22,9.01,3.28,3.13,94.67,4.51,6.54,3.75,35671,6194,NA,NA,60,40,677,84,6,9,NA,NA,44.7,9.9,18.5,5.5,8.9,5.8,0.9,0.01,NA,NA,NA,NA,1.12,1.74,13.83,5.79,65.98,11.97,17.48,4.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010901","1","1","Albemarle","Old Ivy-Darden School (UVA)","010901",NA,"1070"
"44","Block Group","510030109012","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",482617,0,"+38.0472990","-078.5103281","Block Group 2, Census Tract 109.01, Albemarle County, Virginia","2021",636,418,33.33,27.43,11.32,7.23,45.44,49.74,0,2.04,0,2.04,5.19,4.32,4.72,9.57,NA,NA,NA,NA,41250,29131,100,101.99,91.5,95.98,49.32,57.38,1.02,1.86,96.7,3.86,1.89,3.02,11117,5100,NA,NA,29,31,118,51,0,13,NA,NA,81.2,17.9,28.1,38.7,24.6,24,0,0.11,NA,NA,NA,NA,1.42,2.85,52.36,43.3,46.23,39.01,0,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010901","2","2","Albemarle","Old Ivy-Darden School (UVA)","010901",NA,"636"
"45","Block Group","510030109041","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",599347,0,"+38.0361357","-078.5044334","Block Group 1, Census Tract 109.04, Albemarle County, Virginia","2021",1890,1068,61.32,16.94,9.79,8.27,17.83,0.78,0,0.69,0,0.69,4.87,2.15,6.19,3.15,NA,NA,NA,NA,NA,NA,100,35.65,97.3,15.72,86.49,29.6,8.32,5.23,97.83,2.87,1.96,1.11,2808,1194,NA,NA,0,13,5,8,0,13,NA,NA,0,520,0,260,0,260,0,2.6,NA,NA,NA,NA,0.95,1.22,97.09,63.28,1.96,1.13,0,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010904","1","1","Albemarle","Carr's Hill-McCormick Road (UVA)","010904",NA,"1890"
"46","Block Group","510030109042","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",2125497,3258,"+38.0349915","-078.5204815","Block Group 2, Census Tract 109.04, Albemarle County, Virginia","2021",4572,1069,55.88,11.93,9.16,2.88,16.08,4.35,0,0.28,0.13,0.19,6.04,3.06,12.71,5.58,NA,NA,NA,NA,42404,9575,83.9,37.2,46.57,5.49,35.46,9.41,4.86,4.88,95.28,1.98,5.73,2.14,3822,1152,NA,NA,58,56,560,159,19,24,NA,NA,52.8,11.7,8,4.6,10.4,9.6,3.4,0.04,NA,NA,NA,NA,7.72,2.38,74.76,23.76,15.66,2.15,1.33,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010904","2","2","Albemarle","Carr's Hill-McCormick Road (UVA)","010904",NA,"4572"
"47","Block Group","510030109043","51","003",NA,NA,"Block Group 3",NA,NA,"G5030",NA,NA,NA,"S",379708,0,"+38.0330846","-078.5123227","Block Group 3, Census Tract 109.04, Albemarle County, Virginia","2021",1216,243,62.5,9.52,6.25,3.31,21.05,8.1,0,1.07,0,1.07,7.4,4.27,2.8,2.4,NA,NA,NA,NA,NA,NA,100,33.8,47.83,31.88,33.33,36.86,5.67,7.74,98.03,2.52,2.14,2.39,2499,NA,NA,NA,0,13,16,25,0,13,NA,NA,100,140.7,0,81.2,0,81.2,0,0.81,NA,NA,NA,NA,1.15,1.47,93.17,26.14,4.03,3.4,0,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","010904","3","3","Albemarle","Carr's Hill-McCormick Road (UVA)","010904",NA,"1216"
"48","Block Group","510030110001","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",17787279,102463,"+38.0757306","-078.5574824","Block Group 1, Census Tract 110, Albemarle County, Virginia","2021",1244,363,94.13,2.4,0,1.05,0,1.05,0,1.05,0,1.05,0,1.05,5.87,7.44,NA,NA,NA,NA,250001,NA,100,38.78,86.77,34.65,52.72,10.61,0,2.36,100,1.05,13.83,14.27,NA,NA,NA,NA,0,13,530,156,0,13,NA,NA,NA,NA,100,41.6,0,2.5,0,0.02,NA,NA,NA,NA,21.3,7,3.38,4.92,46.62,6.54,26.29,9.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011000","1","1","Albemarle","Ivy","011000",NA,"1244"
"49","Block Group","510030110002","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",9927998,228233,"+38.0360784","-078.5511333","Block Group 2, Census Tract 110, Albemarle County, Virginia","2021",870,276,77.59,29.92,0.46,0.67,0.23,0.57,0,1.49,0,1.49,0.11,0.57,21.61,26.25,NA,NA,NA,NA,133906,62824,86.67,37.92,63.73,29.55,29.73,6.23,3.96,5.78,76.21,18.24,11.72,5.84,37621,11610,NA,NA,83,89,446,109,15,24,NA,NA,21.6,38.7,71.9,15.3,18.6,19.4,3.4,0.05,NA,NA,NA,NA,10.23,8.34,3.56,4.3,51.95,12.91,31.95,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011000","2","2","Albemarle","Ivy","011000",NA,"870"
"50","Block Group","510030110003","51","003",NA,NA,"Block Group 3",NA,NA,"G5030",NA,NA,NA,"S",16614984,171768,"+38.0742177","-078.6125612","Block Group 3, Census Tract 110, Albemarle County, Virginia","2021",1837,503,85.68,12.11,0.49,0.86,9.96,6.41,0,0.71,0,0.71,2.4,2.47,1.47,2.53,NA,NA,NA,NA,164897,75088,100,41.27,93.49,39.5,57.24,12.95,10.23,15.04,92.71,8.73,4.84,4.22,93720,19130,NA,NA,63,76,788,237,9,16,NA,NA,19.1,56,93.5,10.1,8,9.3,1.1,0.02,NA,NA,NA,NA,26.46,4.14,2.5,2.58,50.41,9.17,14.92,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011000","3","3","Albemarle","Ivy","011000",NA,"1837"
"51","Block Group","510030110004","51","003",NA,NA,"Block Group 4",NA,NA,"G5030",NA,NA,NA,"S",25554939,339123,"+38.0449258","-078.6129190","Block Group 4, Census Tract 110, Albemarle County, Virginia","2021",1527,365,88.74,9.19,1.64,2.59,7.86,8.17,0,0.85,0,0.85,1.77,2.65,0,0.85,NA,NA,NA,NA,110592,99791,96.99,9.82,69.78,24.39,34.65,6.33,7.42,6.55,98.76,2.18,5.76,4.84,54619,10990,NA,NA,142,141,772,263,0,13,NA,NA,29.6,54.1,91.4,17.4,18.4,17.2,0,0.02,NA,NA,NA,NA,11.79,7.1,5.44,5.33,48.2,2.18,31.04,16.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011000","4","4","Albemarle","Ivy","011000",NA,"1527"
"52","Block Group","510030110005","51","003",NA,NA,"Block Group 5",NA,NA,"G5030",NA,NA,NA,"S",6005205,44309,"+38.0692167","-078.5812023","Block Group 5, Census Tract 110, Albemarle County, Virginia","2021",1348,549,94.81,9.18,0,0.96,0.52,0.94,0.74,1.07,0,0.96,2.82,3.92,1.11,1.49,NA,NA,NA,NA,168696,41953,100,37.88,79.61,10.23,30.78,8.27,1.07,2.33,100,0.96,0.59,1.51,77543,42790,NA,NA,13,20,407,98,0,13,NA,NA,0,42.6,84.5,29.7,3.2,4.9,0,0.03,NA,NA,NA,NA,42.43,11.48,0.45,1.41,37.39,19.59,18.55,9.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011000","5","5","Albemarle","Ivy","011000",NA,"1348"
"53","Block Group","510030111011","51","003",NA,NA,"Block Group 1",NA,NA,"G5030",NA,NA,NA,"S",10727979,505445,"+38.0803692","-078.6770618","Block Group 1, Census Tract 111.01, Albemarle County, Virginia","2021",1307,366,93.42,9.1,4.21,4.36,0.84,1.9,0,0.99,0,0.99,1.53,2.25,0,0.99,NA,NA,NA,NA,64583,46777,91.14,18.27,53.19,15.63,28.19,12.8,0,2.25,98.16,3.33,8.03,5.7,49400,20624,NA,NA,71,88,688,150,0,13,NA,NA,8.3,19,74.7,10.1,10.3,12.6,0,0.02,NA,NA,NA,NA,21.12,9.96,2.07,3.38,52.26,11.31,20.89,7.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011101","1","1","Albemarle","Crozet-Beaver Creek","011101",NA,"1307"
"54","Block Group","510030111012","51","003",NA,NA,"Block Group 2",NA,NA,"G5030",NA,NA,NA,"S",824000,3274,"+38.0688153","-078.7006969","Block Group 2, Census Tract 111.01, Albemarle County, Virginia","2021",402,286,100,100.61,0,3.23,0,3.23,0,3.23,0,3.23,0,3.23,0,3.23,NA,NA,NA,NA,108533,32668,100,98.35,74.56,21.09,17.77,12.78,11.11,13.56,100,3.23,2.99,11.7,53288,17430,NA,NA,123,99,237,121,0,13,NA,NA,29.4,123,85.1,38.3,51.9,32.3,0,0.05,NA,NA,NA,NA,28.61,12.29,0,3.23,62.69,57.04,8.71,7.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","003","Albemarle County","011101","2","2","Albemarle","Crozet-Beaver Creek","011101",NA,"402"
